starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 18 23:55:26 2021	1637250926	0	22	22	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	22	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	22	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	22	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	21
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	2	20	23	20
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	21
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	22
Thu Nov 18 23:55:26 2021	1637250926	2	21	23	21
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	23
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	23
Thu Nov 18 23:55:26 2021	1637250926	0	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	22
Thu Nov 18 23:55:26 2021	1637250926	3	21	23	20
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	23
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	2	22	23	21
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	23
Thu Nov 18 23:55:26 2021	1637250926	2	21	23	21
Thu Nov 18 23:55:26 2021	1637250926	1	22	23	22
Thu Nov 18 23:55:26 2021	1637250926	2	21	23	21
Thu Nov 18 23:55:26 2021	1637250926	1	23	23	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	23	23
Thu Nov 18 23:55:26 2021	1637250926	0	23	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	23	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	23	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	22	24	22
Thu Nov 18 23:55:26 2021	1637250926	2	22	24	22
Thu Nov 18 23:55:26 2021	1637250926	0	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	2	21	24	21
Thu Nov 18 23:55:26 2021	1637250926	1	22	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	2	22	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	2	22	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	2	22	24	22
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	22
Thu Nov 18 23:55:26 2021	1637250926	1	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	2	23	24	22
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	1	23	24	23
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	3	22	24	22
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	23
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	0	24	24	24
Thu Nov 18 23:55:26 2021	1637250926	2	23	25	22
Thu Nov 18 23:55:26 2021	1637250926	1	23	25	23
Thu Nov 18 23:55:26 2021	1637250926	0	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	23	25	23
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	22
Thu Nov 18 23:55:26 2021	1637250926	0	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	3	22	25	22
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	23
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	23
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	24
Thu Nov 18 23:55:26 2021	1637250926	0	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	3	22	25	22
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	23
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	23
Thu Nov 18 23:55:26 2021	1637250926	2	23	25	23
Thu Nov 18 23:55:26 2021	1637250926	1	25	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	25
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	25
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	25
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	25	25	25
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	25	25	24
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	25
Thu Nov 18 23:55:26 2021	1637250926	1	25	25	23
Thu Nov 18 23:55:26 2021	1637250926	1	24	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	25	25	25
Thu Nov 18 23:55:26 2021	1637250926	2	24	25	23
Thu Nov 18 23:55:26 2021	1637250926	1	25	25	25
Thu Nov 18 23:55:26 2021	1637250926	0	25	25	24
Thu Nov 18 23:55:26 2021	1637250926	1	25	25	25
Thu Nov 18 23:55:26 2021	1637250926	2	23	25	23
Thu Nov 18 23:55:26 2021	1637250926	0	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	3	23	26	23
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	0	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	0	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	24
Thu Nov 18 23:55:26 2021	1637250926	2	24	26	24
Thu Nov 18 23:55:26 2021	1637250926	0	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	2	24	26	24
Thu Nov 18 23:55:26 2021	1637250926	1	24	26	24
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	25
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	24
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	24
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	24
Thu Nov 18 23:55:26 2021	1637250926	2	24	26	23
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	24
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	25
Thu Nov 18 23:55:26 2021	1637250926	2	24	26	23
Thu Nov 18 23:55:26 2021	1637250926	2	24	26	24
Thu Nov 18 23:55:26 2021	1637250926	2	24	26	24
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	25
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	26
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	24
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	26
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	2	24	26	24
Thu Nov 18 23:55:26 2021	1637250926	3	23	26	23
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	26
Thu Nov 18 23:55:26 2021	1637250926	2	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	2	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	25
Thu Nov 18 23:55:26 2021	1637250926	1	26	26	26
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	26
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	25
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	26
Thu Nov 18 23:55:26 2021	1637250926	1	25	26	24
Thu Nov 18 23:55:26 2021	1637250926	1	26	26	25
Thu Nov 18 23:55:26 2021	1637250926	1	26	26	25
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	26
Thu Nov 18 23:55:26 2021	1637250926	0	26	26	26
Thu Nov 18 23:55:26 2021	1637250926	0	26	27	26
Thu Nov 18 23:55:26 2021	1637250926	2	24	27	24
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	26	27	26
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	26
Thu Nov 18 23:55:26 2021	1637250926	0	26	27	26
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	2	24	27	24
Thu Nov 18 23:55:26 2021	1637250926	0	26	27	26
Thu Nov 18 23:55:26 2021	1637250926	3	24	27	24
Thu Nov 18 23:55:26 2021	1637250926	0	26	27	26
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	26
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	27
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	24
Thu Nov 18 23:55:26 2021	1637250926	1	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	26
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	27
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	27
Thu Nov 18 23:55:26 2021	1637250926	1	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	26
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	3	24	27	24
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	27
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	3	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	24
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	26
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	27
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	26
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	26
Thu Nov 18 23:55:26 2021	1637250926	2	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	2	26	27	25
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	27	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	27	27
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	27
Thu Nov 18 23:55:26 2021	1637250926	2	25	27	25
Thu Nov 18 23:55:26 2021	1637250926	0	27	27	25
Thu Nov 18 23:55:26 2021	1637250926	1	26	27	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	27	27
Thu Nov 18 23:55:26 2021	1637250926	2	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	0	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	26
Thu Nov 18 23:55:26 2021	1637250926	2	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	0	28	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	26
Thu Nov 18 23:55:26 2021	1637250926	2	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	26
Thu Nov 18 23:55:26 2021	1637250926	2	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	0	28	28	28
Thu Nov 18 23:55:26 2021	1637250926	0	28	28	27
Thu Nov 18 23:55:26 2021	1637250926	0	28	28	28
Thu Nov 18 23:55:26 2021	1637250926	2	26	28	25
Thu Nov 18 23:55:26 2021	1637250926	0	28	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	0	28	28	28
Thu Nov 18 23:55:26 2021	1637250926	2	27	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	27	28	27
Thu Nov 18 23:55:26 2021	1637250926	1	28	28	26
Thu Nov 18 23:55:26 2021	1637250926	1	28	28	27
Thu Nov 18 23:55:26 2021	1637250926	2	27	28	26
Thu Nov 18 23:55:26 2021	1637250926	2	26	28	26
Thu Nov 18 23:55:26 2021	1637250926	0	28	28	28
Thu Nov 18 23:55:26 2021	1637250926	1	28	28	27
Thu Nov 18 23:55:26 2021	1637250926	0	28	29	27
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	27
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	27
Thu Nov 18 23:55:26 2021	1637250926	0	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	2	26	29	26
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	27
Thu Nov 18 23:55:26 2021	1637250926	1	27	29	26
Thu Nov 18 23:55:26 2021	1637250926	2	27	29	26
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	0	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	2	27	29	27
Thu Nov 18 23:55:26 2021	1637250926	0	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	0	29	29	28
Thu Nov 18 23:55:26 2021	1637250926	0	29	29	29
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	27
Thu Nov 18 23:55:26 2021	1637250926	3	26	29	26
Thu Nov 18 23:55:26 2021	1637250926	2	27	29	27
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	2	28	29	26
Thu Nov 18 23:55:26 2021	1637250926	3	26	29	26
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	26
Thu Nov 18 23:55:26 2021	1637250926	0	29	29	28
Thu Nov 18 23:55:26 2021	1637250926	0	29	29	29
Thu Nov 18 23:55:26 2021	1637250926	0	29	29	29
Thu Nov 18 23:55:26 2021	1637250926	0	29	29	29
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	1	29	29	28
Thu Nov 18 23:55:26 2021	1637250926	0	29	29	28
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	2	27	29	27
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	27
Thu Nov 18 23:55:26 2021	1637250926	1	29	29	28
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	1	29	29	29
Thu Nov 18 23:55:26 2021	1637250926	0	29	29	29
Thu Nov 18 23:55:26 2021	1637250926	2	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	1	28	29	28
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	28
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	27
Thu Nov 18 23:55:26 2021	1637250926	0	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	3	27	30	27
Thu Nov 18 23:55:26 2021	1637250926	1	28	30	27
Thu Nov 18 23:55:26 2021	1637250926	1	28	30	28
Thu Nov 18 23:55:26 2021	1637250926	2	28	30	28
Thu Nov 18 23:55:26 2021	1637250926	0	30	30	30
Thu Nov 18 23:55:26 2021	1637250926	0	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	28	30	28
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	26
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	0	30	30	29
Thu Nov 18 23:55:26 2021	1637250926	2	29	30	27
Thu Nov 18 23:55:26 2021	1637250926	0	30	30	29
Thu Nov 18 23:55:26 2021	1637250926	2	29	30	28
Thu Nov 18 23:55:26 2021	1637250926	1	30	30	29
Thu Nov 18 23:55:26 2021	1637250926	2	28	30	27
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	30	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	2	29	30	28
Thu Nov 18 23:55:26 2021	1637250926	4	26	30	26
Thu Nov 18 23:55:26 2021	1637250926	1	29	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	30	30	29
Thu Nov 18 23:55:26 2021	1637250926	1	30	30	29
Thu Nov 18 23:55:26 2021	1637250926	2	28	30	27
Thu Nov 18 23:55:26 2021	1637250926	4	27	31	27
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	29
Thu Nov 18 23:55:26 2021	1637250926	1	29	31	28
Thu Nov 18 23:55:26 2021	1637250926	2	28	31	28
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	28
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	28
Thu Nov 18 23:55:26 2021	1637250926	0	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	29
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	29
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	29
Thu Nov 18 23:55:26 2021	1637250926	1	29	31	29
Thu Nov 18 23:55:26 2021	1637250926	3	28	31	27
Thu Nov 18 23:55:26 2021	1637250926	1	29	31	29
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	29
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	29	31	27
Thu Nov 18 23:55:26 2021	1637250926	0	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	29
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	29
Thu Nov 18 23:55:26 2021	1637250926	0	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	0	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	0	31	31	30
Thu Nov 18 23:55:26 2021	1637250926	0	31	31	30
Thu Nov 18 23:55:26 2021	1637250926	0	31	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	29
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	27
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	27
Thu Nov 18 23:55:26 2021	1637250926	1	31	31	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	3	28	31	28
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	0	31	31	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	29
Thu Nov 18 23:55:26 2021	1637250926	3	29	31	28
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	2	29	31	27
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	4	27	31	27
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	3	29	31	28
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	29
Thu Nov 18 23:55:26 2021	1637250926	1	31	31	30
Thu Nov 18 23:55:26 2021	1637250926	2	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	0	31	31	31
Thu Nov 18 23:55:26 2021	1637250926	2	30	31	29
Thu Nov 18 23:55:26 2021	1637250926	1	31	31	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	31	30
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	32	30
Thu Nov 18 23:55:26 2021	1637250926	0	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	32	30
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	32	30
Thu Nov 18 23:55:26 2021	1637250926	0	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	32	30
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	32	30
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	31
Thu Nov 18 23:55:26 2021	1637250926	2	30	32	27
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	30	32	30
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	30
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	32
Thu Nov 18 23:55:26 2021	1637250926	2	30	32	30
Thu Nov 18 23:55:26 2021	1637250926	1	32	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	32
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	32
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	3	29	32	29
Thu Nov 18 23:55:26 2021	1637250926	3	30	32	29
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	2	31	32	30
Thu Nov 18 23:55:26 2021	1637250926	2	30	32	27
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	32	32	32
Thu Nov 18 23:55:26 2021	1637250926	0	32	32	32
Thu Nov 18 23:55:26 2021	1637250926	1	31	32	31
Thu Nov 18 23:55:26 2021	1637250926	1	32	32	32
